Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
815,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,15.6,3,44,13,29.5,2.82,0.83,0.07,0.23,9.9,0,0,1,7.8,7.0,0.16,-4.8,-4.0
816,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,15.4,3,30,12,40.0,1.95,0.78,0.10,0.25,23.5,7,0,0,1.4,1.4,0.05,+1.6,+1.6
817,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,20.0,3,10,3,30.0,0.50,0.15,0.30,1.00,12.3,0,0,0,1.2,1.2,0.12,+1.8,+1.8
818,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
819,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,8.1,0,7,3,42.9,0.86,0.37,0.00,0.00,24.5,0,0,0,0.7,0.7,0.10,-0.7,-0.7
820,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
821,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,9.5,1,10,1,10.0,1.05,0.11,0.10,1.00,14.1,0,0,0,2.1,2.1,0.21,-1.1,-1.1
822,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,6.3,1,6,1,16.7,0.96,0.16,0.17,1.00,20.8,1,0,0,0.2,0.2,0.04,+0.8,+0.8
823,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,28.9,0,8,4,50.0,0.28,0.14,0.00,0.00,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
824,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,2.6,0,1,0,0.0,0.39,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0
825,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,19.6,0,24,8,33.3,1.22,0.41,0.00,0.00,19.7,2,0,0,1.9,1.9,0.08,-1.9,-1.9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
826,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,13.0,0,10,5,50.0,0.77,0.39,0.00,0.00,18.4,2,0,0,0.5,0.5,0.05,-0.5,-0.5
827,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
828,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,9.8,0,4,0,0.0,0.41,0.00,0.00,,8.8,0,0,0,0.4,0.4,0.10,-0.4,-0.4
829,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.8,0,0,0,1.7,1.7,0.21,+0.3,+0.3
830,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,27.3,0,41,8,19.5,1.50,0.29,0.00,0.00,23.8,0,0,2,3.3,1.7,0.04,-3.3,-1.7
831,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,8.1,2,13,5,38.5,1.60,0.62,0.15,0.40,17.4,1,0,0,1.3,1.3,0.10,+0.7,+0.7
832,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,28.4,4,37,13,35.1,1.30,0.46,0.11,0.31,21.7,4,0,0,2.2,2.2,0.06,+1.8,+1.8
833,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
834,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
835,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,28.5,0,10,1,10.0,0.35,0.04,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
836,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,16.7,0,7,1,14.3,0.42,0.06,0.00,0.00,21.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
837,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,9.7,2,8,2,25.0,0.82,0.21,0.00,0.00,20.1,1,2,2,3.2,1.6,0.20,-1.2,-1.6
838,Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,0.7,0,1,1,100.0,1.43,1.43,0.00,0.00,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0
839,Bandiougou Fadiga,fr FRA,"MF,FW",Brest,fr Ligue 1,19,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
840,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,32.2,1,11,1,9.1,0.34,0.03,0.09,1.00,10.8,0,0,0,1.2,1.2,0.11,-0.2,-0.2
841,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
842,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,20.8,0,1,0,0.0,0.05,0.00,0.00,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1
843,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,32.1,6,62,22,35.5,1.93,0.68,0.08,0.23,20.6,8,1,1,6.2,5.4,0.09,-0.2,-0.4
844,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,29.3,0,10,2,20.0,0.34,0.07,0.00,0.00,13.0,1,0,0,0.7,0.7,0.07,-0.7,-0.7
845,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,4.0,1,11,1,9.1,2.77,0.25,0.09,1.00,21.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6
846,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2.4,0,2,0,0.0,0.83,0.00,0.00,,9.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
847,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,0.3,0,1,0,0.0,3.91,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
848,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,4.1,0,3,0,0.0,0.73,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
849,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,32.1,4,34,9,26.5,1.06,0.28,0.12,0.44,13.8,0,0,0,3.1,3.1,0.09,+0.9,+0.9
850,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,12.7,0,14,4,28.6,1.11,0.32,0.00,0.00,18.7,0,0,0,0.7,0.5,0.04,-0.7,-0.5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
851,Diego Farias,br BRA,FW,Spezia,it Serie A,30,16.8,4,32,10,31.3,1.90,0.59,0.13,0.40,16.9,2,0,0,3.2,3.2,0.10,+0.8,+0.8
852,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
853,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
854,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.5,0,0,0,1.8,1.8,0.13,+2.2,+2.2
855,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,10.6,0,5,2,40.0,0.47,0.19,0.00,0.00,14.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4
856,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,3.8,2,13,4,30.8,3.45,1.06,0.15,0.50,13.3,0,0,0,1.6,1.6,0.12,+0.4,+0.4
857,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,4.5,1,3,2,66.7,0.67,0.44,0.33,0.50,11.4,0,0,0,0.2,0.2,0.05,+0.8,+0.8
858,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,29.1,5,83,24,28.9,2.85,0.82,0.05,0.17,21.9,9,1,3,7.0,4.6,0.06,-2.0,-0.6
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,22.9,0,12,2,16.7,0.53,0.09,0.00,0.00,9.8,0,0,0,1.5,1.5,0.12,-1.5,-1.5
860,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,10.1,0,4,0,0.0,0.40,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3
861,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,17.5,7,37,15,40.5,2.12,0.86,0.16,0.40,19.4,2,1,2,5.5,3.9,0.10,+1.5,+2.1
862,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,29.0,1,13,3,23.1,0.45,0.10,0.08,0.33,12.3,0,0,0,1.7,1.7,0.13,-0.7,-0.7
863,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,32.9,6,61,22,36.1,1.86,0.67,0.08,0.23,20.0,5,1,1,5.9,5.1,0.08,+0.1,-0.1
864,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,34.4,18,111,40,36.0,3.22,1.16,0.08,0.23,22.9,16,9,10,16.1,8.2,0.07,+1.9,+0.8
865,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,9.3,0,12,4,33.3,1.28,0.43,0.00,0.00,23.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
866,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
867,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,21.6,4,8,2,25.0,0.37,0.09,0.25,1.00,19.3,0,2,2,3.3,1.8,0.22,+0.7,+0.2
868,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,22.0,0,1,0,0.0,0.05,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
869,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
870,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
871,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1.6,0,2,1,50.0,1.26,0.63,0.00,0.00,7.6,0,0,0,0.2,0.2,0.10,-0.2,-0.2
872,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,es La Liga,24,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,14.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1
873,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,23.1,0,4,2,50.0,0.17,0.09,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
874,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,23.0,1,8,3,37.5,0.35,0.13,0.13,0.33,8.7,0,0,0,1.4,1.4,0.17,-0.4,-0.4
875,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,13.2,0,14,3,21.4,1.06,0.23,0.00,0.00,22.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
876,Fernando,br BRA,MF,Sevilla,es La Liga,33,28.3,3,6,4,66.7,0.21,0.14,0.50,0.75,13.8,0,0,0,1.5,1.5,0.25,+1.5,+1.5
877,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
878,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,28.1,2,26,12,46.2,0.93,0.43,0.08,0.17,19.8,0,0,0,1.8,1.8,0.07,+0.2,+0.2
879,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,13.2,0,3,1,33.3,0.23,0.08,0.00,0.00,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
880,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,3.3,1,7,2,28.6,2.10,0.60,0.14,0.50,12.5,0,0,0,1.5,1.5,0.22,-0.5,-0.5
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,28.6,0,4,2,50.0,0.14,0.07,0.00,0.00,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
882,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
883,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,26.6,6,15,6,40.0,0.56,0.23,0.27,0.67,20.9,3,2,3,4.3,1.9,0.13,+1.7,+2.1
884,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
885,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,6.0,0,11,6,54.5,1.82,0.99,0.00,0.00,15.8,0,0,2,3.1,1.5,0.14,-3.1,-1.5
886,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,14.3,0,0,0,11.3,11.3,0.14,-2.3,-2.3
887,Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,3.2,1,1,1,100.0,0.31,0.31,1.00,1.00,3.6,0,0,0,0.7,0.7,0.68,+0.3,+0.3
888,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,28.6,0,17,5,29.4,0.59,0.17,0.00,0.00,24.6,0,0,0,0.6,0.6,0.03,-0.6,-0.6
889,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
890,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,12.3,0,0,0,0.5,0.5,0.47,+0.5,+0.5
891,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,0.5,1,2,1,50.0,4.19,2.09,0.50,1.00,33.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0
892,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,17.1,2,21,8,38.1,1.23,0.47,0.10,0.25,18.9,0,0,0,2.2,2.2,0.10,-0.2,-0.2
893,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
894,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,18.0,9,45,20,44.4,2.51,1.11,0.20,0.45,15.0,0,0,0,5.0,5.0,0.11,+4.0,+4.0
895,Mamadou Fofana,ml MLI,"MF,DF",Metz,fr Ligue 1,22,11.9,0,3,0,0.0,0.25,0.00,0.00,,12.6,0,0,0,0.4,0.4,0.14,-0.4,-0.4
896,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,25.7,2,40,12,30.0,1.56,0.47,0.05,0.17,20.3,0,0,0,2.9,2.9,0.07,-0.9,-0.9
897,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,25.1,0,11,2,18.2,0.44,0.08,0.00,0.00,9.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0
898,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,3.5,0,1,0,0.0,0.29,0.00,0.00,,13.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
899,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,31.9,0,36,4,11.1,1.13,0.13,0.00,0.00,25.5,1,0,0,1.5,1.5,0.04,-1.5,-1.5
900,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,36.9,0,6,3,50.0,0.16,0.08,0.00,0.00,22.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
901,Ramón Folch,es ESP,MF,Elche,es La Liga,30,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
902,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,24.2,1,24,6,25.0,0.99,0.25,0.04,0.17,17.2,0,0,0,2.6,2.6,0.11,-1.6,-1.6
903,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,19.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
904,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,7.2,0,5,3,60.0,0.69,0.41,0.00,0.00,12.1,0,0,0,0.7,0.7,0.14,-0.7,-0.7
905,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,35.4,3,27,10,37.0,0.76,0.28,0.11,0.30,12.7,0,0,0,2.1,2.1,0.08,+0.9,+0.9
906,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,30,6.1,1,11,3,27.3,1.79,0.49,0.09,0.33,17.7,0,0,0,1.5,1.5,0.14,-0.5,-0.5
907,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,24,28.6,5,50,15,30.0,1.75,0.52,0.10,0.33,16.3,0,0,0,6.0,6.0,0.12,-1.0,-1.0
908,Emil Forsberg,se SWE,"FW,MF",RB Leipzig,de Bundesliga,28,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.9,2,2,3,6.1,3.7,0.12,+0.9,+1.3
909,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,32,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
910,Philipp Förster,de GER,MF,Stuttgart,de Bundesliga,25,16.8,3,19,10,52.6,1.13,0.60,0.16,0.30,16.1,0,0,1,3.5,2.7,0.14,-0.5,+0.3
911,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28,15.9,0,5,1,20.0,0.31,0.06,0.00,0.00,17.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
912,Yassin Fortune,fr FRA,FW,Angers,fr Ligue 1,21,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
913,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22,0.9,0,1,0,0.0,1.13,0.00,0.00,,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0
914,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22,4.5,0,2,1,50.0,0.44,0.22,0.00,0.00,14.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
915,Daam Foulon,be BEL,DF,Benevento,it Serie A,21,11.3,0,1,0,0.0,0.09,0.00,0.00,,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0
916,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27,29.6,0,8,4,50.0,0.27,0.14,0.00,0.00,14.4,0,0,0,0.8,0.8,0.10,-0.8,-0.8
917,Juan Foyth,ar ARG,"DF,MF",Villarreal,es La Liga,22,13.0,0,1,0,0.0,0.08,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.20,-0.2,-0.2
918,Gianluca Frabotta,it ITA,"DF,MF",Juventus,it Serie A,21,7.7,0,5,2,40.0,0.65,0.26,0.00,0.00,15.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
919,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24,17.1,0,1,1,100.0,0.06,0.06,0.00,0.00,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0
920,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
921,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,26,10.3,0,13,6,46.2,1.26,0.58,0.00,0.00,21.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9
922,Fred,br BRA,MF,Manchester Utd,eng Premier League,27,26.6,1,25,7,28.0,0.94,0.26,0.04,0.14,24.1,0,0,0,1.8,1.8,0.07,-0.8,-0.8
923,Ryan Fredericks,eng ENG,"DF,FW",West Ham,eng Premier League,27,6.3,1,4,2,50.0,0.63,0.32,0.25,0.50,14.8,0,0,0,0.3,0.3,0.07,+0.7,+0.7
924,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,28,30.1,2,20,6,30.0,0.66,0.20,0.10,0.33,16.6,0,0,0,1.9,1.9,0.09,+0.1,+0.1
925,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22,30.9,0,8,1,12.5,0.26,0.03,0.00,0.00,26.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
926,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,24,34.0,5,25,6,24.0,0.74,0.18,0.20,0.83,12.9,0,0,0,1.6,1.6,0.06,+3.4,+3.4
927,Jeremie Frimpong,nl NED,"DF,FW",Leverkusen,de Bundesliga,19,4.8,0,3,0,0.0,0.62,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
928,Jorge de Frutos,es ESP,MF,Levante,es La Liga,23,24.3,4,26,11,42.3,1.07,0.45,0.15,0.36,17.0,0,0,0,3.4,3.4,0.13,+0.6,+0.6
929,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,34,7.8,0,4,0,0.0,0.51,0.00,0.00,,27.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
930,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,23,30.3,7,65,28,43.1,2.15,0.92,0.09,0.21,20.4,7,1,1,5.4,4.6,0.07,+1.6,+1.4
931,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,27,9.7,6,33,15,45.5,3.39,1.54,0.12,0.27,14.2,0,2,2,5.0,3.5,0.10,+1.0,+0.5
932,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,29,8.1,0,4,1,25.0,0.50,0.12,0.00,0.00,12.7,0,0,0,1.0,1.0,0.26,-1.0,-1.0
933,Darnell Furlong,eng ENG,DF,West Brom,eng Premier League,24,32.6,1,26,5,19.2,0.80,0.15,0.04,0.20,13.8,0,0,0,2.0,2.0,0.08,-1.0,-1.0
934,Daniel Fuzato,br BRA,GK,Roma,it Serie A,23,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
935,Baptiste Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
936,Matteo Gabbia,it ITA,DF,Milan,it Serie A,20,6.2,0,5,0,0.0,0.81,0.00,0.00,,13.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5
937,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,28,9.7,3,28,12,42.9,2.90,1.24,0.07,0.17,19.3,2,1,1,2.8,2.0,0.07,+0.2,0.0
938,Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,de Bundesliga,25,9.1,0,13,2,15.4,1.42,0.22,0.00,0.00,16.4,0,0,0,2.0,2.0,0.15,-2.0,-2.0
939,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,26,13.7,3,17,5,29.4,1.24,0.37,0.18,0.60,16.8,0,0,0,1.2,1.2,0.07,+1.8,+1.8
940,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,30,21.7,2,19,3,15.8,0.87,0.14,0.11,0.67,13.5,0,0,0,3.2,3.2,0.17,-1.2,-1.2
941,Adolfo Gaich,ar ARG,FW,Benevento,it Serie A,21,8.5,2,23,6,26.1,2.70,0.70,0.09,0.33,14.1,0,0,0,2.8,2.8,0.12,-0.8,-0.8
942,Andrey Galabinov,bg BUL,FW,Spezia,it Serie A,31,4.8,3,7,3,42.9,1.47,0.63,0.43,1.00,12.4,0,0,1,3.0,2.2,0.31,0.0,+0.8
943,Javi Galán,es ESP,DF,Huesca,es La Liga,25,34.1,1,9,1,11.1,0.26,0.03,0.11,1.00,25.7,0,0,0,0.3,0.3,0.03,+0.7,+0.7
944,Conor Gallagher,eng ENG,MF,West Brom,eng Premier League,20,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,22.0,0,0,0,1.5,1.5,0.05,+0.5,+0.5
945,Enric Gallego,es ESP,FW,Osasuna,es La Liga,33,9.0,0,14,4,28.6,1.56,0.45,0.00,0.00,12.2,0,0,0,1.8,1.8,0.13,-1.8,-1.8
946,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,33,12.0,4,16,7,43.8,1.34,0.58,0.25,0.57,13.8,0,0,0,3.8,3.8,0.24,+0.2,+0.2
947,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30,17.6,2,19,7,36.8,1.08,0.40,0.11,0.29,23.4,0,0,0,0.8,0.8,0.04,+1.2,+1.2
948,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,21,14.5,7,40,18,45.0,2.76,1.24,0.18,0.39,13.4,0,0,0,7.8,7.8,0.19,-0.8,-0.8
949,Aleix García,es ESP,MF,Eibar,es La Liga,23,4.9,0,3,1,33.3,0.62,0.21,0.00,0.00,25.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
950,Borja García,es ESP,"MF,FW",Huesca,es La Liga,29,12.4,1,14,2,14.3,1.13,0.16,0.07,0.50,18.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
951,Dani García,es ESP,MF,Athletic Club,es La Liga,30,21.3,0,6,1,16.7,0.28,0.05,0.00,0.00,20.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
952,David García,es ESP,DF,Osasuna,es La Liga,26,35.0,1,13,2,15.4,0.37,0.06,0.08,0.50,12.8,0,0,0,1.1,1.1,0.08,-0.1,-0.1
953,Eric García,es ESP,DF,Manchester City,eng Premier League,19,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
954,Manu García,es ESP,MF,Alavés,es La Liga,34,12.5,0,11,1,9.1,0.88,0.08,0.00,0.00,17.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
955,Raúl García,es ESP,"DF,MF",Valladolid,es La Liga,31,5.6,1,3,3,100.0,0.54,0.54,0.33,0.33,19.3,1,0,0,0.1,0.1,0.04,+0.9,+0.9
